0824,あいさつ,もしもし
0825,あいさつ,やあ
0826,あいさつ,やっほー
0827,あいさつ,よう
0828,あいさつ,ようこそ
0829,あいさつ,よろしく
0A00,ひと,あいて
0A01,ひと,あたし
0A02,ひと,あなた
0A03,ひと,あなたが
0A04,ひと,あなたに
0A05,ひと,あなたの
0A06,ひと,あなたは
0A07,ひと,あなたを
0A08,ひと,おかあさん
0A09,ひと,おじいさん
0A0A,ひと,おじさん
0A0B,ひと,おとうさん
0A0C,ひと,おとこのこ
0A0D,ひと,おとな
0A0E,ひと,おにいさん
0A0F,ひと,おねえさん
0A10,ひと,おばあさん
0A11,ひと,おばさん
0A12,ひと,おや
0A13,ひと,オヤジ
0A14,ひと,おれさま
0A15,ひと,おんなのこ
0A16,ひと,ガール
0A17,ひと,かぞく
0A18,ひと,かのじょ
0A19,ひと,かれ
0A1A,ひと,きみ
0A1B,ひと,きみが
0A1C,ひと,きみに
0A1D,ひと,きみの
0A1E,ひと,きみは
0A1F,ひと,きみを
0A20,ひと,きょうだい
0A21,ひと,くん
0A22,ひと,こども
0A23,ひと,さま
0A24,ひと,さん
0A25,ひと,じぶん
0A26,ひと,じぶんが
0A27,ひと,じぶんに
0A28,ひと,じぶんの
0A29,ひと,じぶんは
0A2A,ひと,じぶんを
0A2B,ひと,だれ
0A2C,ひと,だれか
0A2D,ひと,だれが
0A2E,ひと,だれに
0A2F,ひと,だれの
0A30,ひと,だれも
0A31,ひと,だれを
0A32,ひと,ちゃん
0A33,ひと,ともだち
0A34,ひと,なかま
0A35,ひと,ひと
0A36,ひと,ボーイ
0A37,ひと,ボク
0A38,ひと,ボクが
0A39,ひと,ボクに
0A3A,ひと,ボクの
0A3B,ひと,ボクは
0A3C,ひと,ボクを
0A3D,ひと,みんな
0A3E,ひと,みんなが
0A3F,ひと,みんなに
0A40,ひと,みんなの
0A41,ひと,みんなは
0A42,ひと,ライバル
0A43,ひと,わし
0A44,ひと,わたくし
0A45,ひと,わたし
0A46,ひと,わたしが
0A47,ひと,わたしに
0A48,ひと,わたしの
0A49,ひと,わたしは
0A4A,ひと,わたしを
0C00,こえ,！
0C01,こえ,！！
0C02,こえ,！？
0C03,こえ,？
0C04,こえ,…
0C05,こえ,…！
0C06,こえ,………
0C07,こえ,ー
0C08,こえ,ーーー
0C09,こえ,あーあ
0C0A,こえ,あーん
0C0B,こえ,あはは
0C0C,こえ,あら
0C0D,こえ,いえ
0C0E,こえ,うう
0C0F,こえ,うーん
0C10,こえ,うおー！
0C11,こえ,うおりゃー
0C12,こえ,うひょー
0C13,こえ,うふふ
0C14,こえ,うふん
0C15,こえ,うわー
0C16,こえ,うわーん
0C17,こえ,ええ
0C18,こえ,えー
0C19,こえ,えーん
0C1A,こえ,えへへ
0C1B,こえ,おい
0C1C,こえ,おお
0C1D,こえ,オー
0C1E,こえ,おっと
0C1F,こえ,がーん
0C20,こえ,キャー
0C21,こえ,ギャー
0C22,こえ,ぐふふ
0C23,こえ,げっ
0C24,こえ,ちぇっ
0C25,こえ,てへ
0C26,こえ,はぁー
0C27,こえ,はい
0C28,こえ,はっはっは
0C29,こえ,ひいー
0C2A,こえ,ひゃあ
0C2B,こえ,ふっふっふ
0C2C,こえ,ププ
0C2D,こえ,ふふん
0C2E,こえ,ふん
0C2F,こえ,へっへっへ
0C30,こえ,へへ
0C31,こえ,ほほほ
0C32,こえ,ほら
0C33,こえ,まあ
0C34,こえ,むきー！！
0C35,こえ,むふふ
0C36,こえ,むむ
0C37,こえ,よーし
0C38,こえ,よし！
0C39,こえ,ラララ
0C3A,こえ,わーい
0C3B,こえ,わーん！！
0C3C,こえ,ワオ
0C3D,こえ,わっ！！
0C3E,こえ,わははは！
0E00,かいわ,あのね
0E01,かいわ,あんまり
0E02,かいわ,いじわる
0E03,かいわ,うそ
0E04,かいわ,うむ
0E05,かいわ,おすすめ
0E06,かいわ,おばかさん
0E07,かいわ,かなり
0E08,かいわ,から
0E09,かいわ,きぶん
0E0A,かいわ,けど
0E0B,かいわ,こそ
0E0C,かいわ,こど
0E0D,かいわ,ザ
0E0E,かいわ,さあ
0E0F,かいわ,さっぱり
0E10,かいわ,さて
0E11,かいわ,じゅうぶん
0E12,かいわ,すごく
0E13,かいわ,すこしは
0E14,かいわ,ぜったい
0E15,かいわ,それで
0E16,かいわ,だけ
0E17,かいわ,だって
0E18,かいわ,たぶん
0E19,かいわ,たら
0E1A,かいわ,ちょー
0E1B,かいわ,ちょっと
0E1C,かいわ,ったら
0E1D,かいわ,って
0E1E,かいわ,っていうか
0E1F,かいわ,でも
0E20,かいわ,どうしても
0E21,かいわ,とうぜん
0E22,かいわ,とりあえず
0E23,かいわ,なるほど
0E24,かいわ,なんて
0E25,かいわ,なんでも
0E26,かいわ,なんとか
0E27,かいわ,なんとなく
0E28,かいわ,には
0E29,かいわ,にも
0E2A,かいわ,バッチリ
0E2B,かいわ,ほど
0E2C,かいわ,ほんと
0E2D,かいわ,まさに
0E2E,かいわ,マジ
0E2F,かいわ,まったく
0E30,かいわ,まで
0E31,かいわ,まるで
0E32,かいわ,ムード
0E33,かいわ,むしろ
0E34,かいわ,めっぽう
0E35,かいわ,モード
0E36,かいわ,もっと
0E37,かいわ,もはや
0E38,かいわ,やっと
0E39,かいわ,やっぱり
0E3A,かいわ,より
0E3B,かいわ,れば
1000,むすび,いたします
1001,むすび,おります
1002,むすび,か
1003,むすび,かい
1004,むすび,かしら
1005,むすび,かな？
1006,むすび,かも
1007,むすび,くれ
1008,むすび,ございます
1009,むすび,しがち
100A,むすび,します
100B,むすび,じゃ
100C,むすび,じゃん
100D,むすび,しよう
100E,むすび,ぜ！
100F,むすび,ぞ！
1010,むすび,た
1011,むすび,だ
1012,むすび,だからね
1013,むすび,だぜ
1014,むすび,だった
1015,むすび,だね
1016,むすび,だよ
1017,むすび,だよねー！
1018,むすび,だわ
1019,むすび,ッス
101A,むすび,ってかんじ
101B,むすび,っぱなし
101C,むすび,つもり
101D,むすび,ていない
101E,むすび,ている
101F,むすび,でーす！
1020,むすび,でした
1021,むすび,でしょ？
1022,むすび,でしょー！
1023,むすび,です
1024,むすび,ですか？
1025,むすび,ですよ
1026,むすび,ですわ
1027,むすび,どうなの？
1028,むすび,どうよ？
1029,むすび,とかいって
102A,むすび,なさい
102B,むすび,なの
102C,むすび,なのか
102D,むすび,なのだ
102E,むすび,なのよ
102F,むすび,なんだね
1030,むすび,なんです
1031,むすび,なんてね
1032,むすび,ね
1033,むすび,ねー
1034,むすび,の
1035,むすび,の？
1036,むすび,ばっかり
1037,むすび,まーす！
1038,むすび,ます
1039,むすび,ますわ
103A,むすび,ません
103B,むすび,みたいな
103C,むすび,もの
103D,むすび,もん
103E,むすび,よ！
103F,むすび,よー
1040,むすび,よーん
1041,むすび,よね
1042,むすび,るよ
1043,むすび,わけ
1044,むすび,わよ！
1200,きもち,あいたい
1201,きもち,あそびたい
1202,きもち,あわてて
1203,きもち,いきたい
1204,きもち,うかれて
1205,きもち,うれしい
1206,きもち,うれしさ
1207,きもち,エキサイト
1208,きもち,えらい
1209,きもち,おかしい
120A,きもち,オッケー
120B,きもち,かえりたい
120C,きもち,がっかり
120D,きもち,がっくし
120E,きもち,かなしい
120F,きもち,がんばって
1210,きもち,がんばる
1211,きもち,きがしない
1212,きもち,きがする
1213,きもち,ききたい
1214,きもち,きになる
1215,きもち,きのせい
1216,きもち,きらい
1217,きもち,くやしい
1218,きもち,くやしさ
1219,きもち,こわい
121A,きもち,さみしい
121B,きもち,ざんねん
121C,きもち,しあわせ
121D,きもち,したい
121E,きもち,したくない
121F,きもち,しまった
1220,きもち,しょんぼり
1221,きもち,しんじられない
1222,きもち,すき
1223,きもち,だいきらい
1224,きもち,たいくつ
1225,きもち,だいじ
1226,きもち,だいじに
1227,きもち,だいじょうぶ
1228,きもち,だいすき
1229,きもち,たいへん
122A,きもち,たのしい
122B,きもち,たのしすぎ
122C,きもち,たべたい
122D,きもち,たりない
122E,きもち,ちくしょー
122F,きもち,つらい
1230,きもち,つらかった
1231,きもち,どうしよう
1232,きもち,ナイス
1233,きもち,のみたい
1234,きもち,びっくり
1235,きもち,ふあん
1236,きもち,ほしい
1237,きもち,まてない
1238,きもち,まんぞく
1239,きもち,みたい
123A,きもち,めずらしい
123B,きもち,やだ
123C,きもち,やったー
123D,きもち,やばい
123E,きもち,やられた
123F,きもち,やられて
1240,きもち,よかった
1241,きもち,ロマン
1242,きもち,ろんがい
1243,きもち,わから
1244,きもち,わかり
1400,じょうたい,あつい
1401,じょうたい,あった
1402,じょうたい,あまり
1403,じょうたい,あり
1404,じょうたい,ある
1405,じょうたい,いい
1406,じょうたい,いか
1407,じょうたい,いきおい
1408,じょうたい,いける
1409,じょうたい,いじょう
140A,じょうたい,いそがしい
140B,じょうたい,いっしょに
140C,じょうたい,いっぱい
140D,じょうたい,いない
140E,じょうたい,いや
140F,じょうたい,いる
1410,じょうたい,うまい
1411,じょうたい,うまく
1412,じょうたい,うるさい
1413,じょうたい,おおきい
1414,じょうたい,おくれ
1415,じょうたい,おしい
1416,じょうたい,おとなしい
1417,じょうたい,おもしろい
1418,じょうたい,おもしろく
1419,じょうたい,かんぺき
141A,じょうたい,けっこう
141B,じょうたい,げんき
141C,じょうたい,さいこう
141D,じょうたい,さかさま
141E,じょうたい,さむい
141F,じょうたい,さわやか
1420,じょうたい,しかたない
1421,じょうたい,すごい
1422,じょうたい,すごすぎ
1423,じょうたい,すてき
1424,じょうたい,たいした
1425,じょうたい,たかい
1426,じょうたい,ただしい
1427,じょうたい,だめ
1428,じょうたい,ちいさい
1429,じょうたい,ちがう
142A,じょうたい,つかれ
142B,じょうたい,とくい
142C,じょうたい,トップ
142D,じょうたい,とまらない
142E,じょうたい,とんでもない
142F,じょうたい,ない
1430,じょうたい,なかった
1431,じょうたい,なし
1432,じょうたい,なって
1433,じょうたい,ぬるい
1434,じょうたい,はやい
1435,じょうたい,ひくい
1436,じょうたい,ひどい
1437,じょうたい,ひとりで
1438,じょうたい,ひま
1439,じょうたい,ひみつ
143A,じょうたい,ふしぎ
143B,じょうたい,ふそく
143C,じょうたい,ベスト
143D,じょうたい,へた
143E,じょうたい,まちがって
143F,じょうたい,やさしい
1440,じょうたい,よく
1441,じょうたい,よわって
1442,じょうたい,らく
1443,じょうたい,らしい
1444,じょうたい,わるい
1600,こうどう,あう
1601,こうどう,あきらめ
1602,こうどう,あげる
1603,こうどう,あせる
1604,こうどう,あそび
1605,こうどう,あそぶ
1606,こうどう,あつめ
1607,こうどう,あるき
1608,こうどう,あるく
1609,こうどう,いう
160A,こうどう,いく
160B,こうどう,いって
160C,こうどう,おき
160D,こうどう,おこり
160E,こうどう,おこる
160F,こうどう,おしえ
1610,こうどう,おしえて
1611,こうどう,おねがい
1612,こうどう,おぼえ
1613,こうどう,かえる
1614,こうどう,かたり
1615,こうどう,がまん
1616,こうどう,かわいがって
1617,こうどう,きいて
1618,こうどう,きく
1619,こうどう,きたえ
161A,こうどう,きめ
161B,こうどう,くる
161C,こうどう,こない
161D,こうどう,さがし
161E,こうどう,させ
161F,こうどう,さわぎ
1620,こうどう,しって
1621,こうどう,して
1622,こうどう,しない
1623,こうどう,しまう
1624,こうどう,じまん
1625,こうどう,しらない
1626,こうどう,しる
1627,こうどう,しんじて
1628,こうどう,する
1629,こうどう,たべる
162A,こうどう,つかう
162B,こうどう,つかえ
162C,こうどう,つかって
162D,こうどう,できない
162E,こうどう,できる
162F,こうどう,でない
1630,こうどう,でる
1631,こうどう,なげる
1632,こうどう,なやみ
1633,こうどう,ねられ
1634,こうどう,ねる
1635,こうどう,のがし
1636,こうどう,のむ
1637,こうどう,はしり
1638,こうどう,はしる
1639,こうどう,はたらき
163A,こうどう,はたらく
163B,こうどう,はなし
163C,こうどう,はなす
163D,こうどう,はまって
163E,こうどう,ぶつけ
163F,こうどう,ふり
1640,こうどう,ほめ
1641,こうどう,まくり
1642,こうどう,みせて
1643,こうどう,みて
1644,こうどう,みる
1645,こうどう,めざす
1646,こうどう,もって
1647,こうどう,ゆずる
1648,こうどう,ゆるす
1649,こうどう,ゆるせ
164A,こうどう,られない
164B,こうどう,られる
164C,こうどう,わかる
164D,こうどう,わすれ
1800,せいかつ,アルバイト
1801,せいかつ,うち
1802,せいかつ,おかね
1803,せいかつ,おこづかい
1804,せいかつ,おふろ
1805,せいかつ,かいわ
1806,せいかつ,がっこう
1807,せいかつ,きねん
1808,せいかつ,くせ
1809,せいかつ,グループ
180A,せいかつ,ことば
180B,せいかつ,コンビニ
180C,せいかつ,サービス
180D,せいかつ,しごと
180E,せいかつ,システム
180F,せいかつ,しゅぎょう
1810,せいかつ,じゅぎょう
1811,せいかつ,じゅく
1812,せいかつ,じょうほう
1813,せいかつ,せいかつ
1814,せいかつ,せんせい
1815,せいかつ,たいかい
1816,せいかつ,てがみ
1817,せいかつ,できごと
1818,せいかつ,デジタル
1819,せいかつ,テスト
181A,せいかつ,デパート
181B,せいかつ,テレビ
181C,せいかつ,でんわ
181D,せいかつ,どうぐ
181E,せいかつ,なまえ
181F,せいかつ,ニュース
1820,せいかつ,にんき
1821,せいかつ,パーティ
1822,せいかつ,べんきょう
1823,せいかつ,マシン
1824,せいかつ,メール
1825,せいかつ,メッセージ
1826,せいかつ,やくそく
1827,せいかつ,ゆめ
1828,せいかつ,ようちえん
1829,せいかつ,ライフ
182A,せいかつ,ラジオ
182B,せいかつ,レンタル
182C,せいかつ,ワールド
1A00,しゅみ,アイドル
1A01,しゅみ,アニメ
1A02,しゅみ,うた
1A03,しゅみ,えいが
1A04,しゅみ,おかし
1A05,しゅみ,おしゃべり
1A06,しゅみ,おままごと
1A07,しゅみ,おもちゃ
1A08,しゅみ,おんがく
1A09,しゅみ,カード
1A0A,しゅみ,かいもの
1A0B,しゅみ,カメラ
1A0C,しゅみ,かんしょう
1A0D,しゅみ,かんせん
1A0E,しゅみ,グルメ
1A0F,しゅみ,ゲーム
1A10,しゅみ,ごっこ
1A11,しゅみ,コレクション
1A12,しゅみ,コンプリート
1A13,しゅみ,ざっし
1A14,しゅみ,さんぽ
1A15,しゅみ,じてんしゃ
1A16,しゅみ,しゅみ
1A17,しゅみ,スポーツ
1A18,しゅみ,ソフト
1A19,しゅみ,ソング
1A1A,しゅみ,ダイエット
1A1B,しゅみ,たからもの
1A1C,しゅみ,たび
1A1D,しゅみ,ダンス
1A1E,しゅみ,チャンネル
1A1F,しゅみ,つくり
1A20,しゅみ,つり
1A21,しゅみ,デート
1A22,しゅみ,デザイン
1A23,しゅみ,でんしゃ
1A24,しゅみ,ぬいぐるみ
1A25,しゅみ,パソコン
1A26,しゅみ,はな
1A27,しゅみ,ヒーロー
1A28,しゅみ,ひるね
1A29,しゅみ,ヒロイン
1A2A,しゅみ,ファッション
1A2B,しゅみ,ぼうけん
1A2C,しゅみ,ボード
1A2D,しゅみ,ボール
1A2E,しゅみ,ほん
1A2F,しゅみ,まつり
1A30,しゅみ,まんが
1A31,しゅみ,やすみ
1A32,しゅみ,よてい
1A33,しゅみ,りゅうこう
1A34,しゅみ,りょこう
1A35,しゅみ,ルック
1C00,じかん,あき
1C01,じかん,あさ
1C02,じかん,あした
1C03,じかん,いちども
1C04,じかん,いちにち
1C05,じかん,いつか
1C06,じかん,いつも
1C07,じかん,いま
1C08,じかん,えいえん
1C09,じかん,おととい
1C0A,じかん,おわり
1C0B,じかん,かようび
1C0C,じかん,きのう
1C0D,じかん,きょう
1C0E,じかん,きんようび
1C0F,じかん,げつようび
1C10,じかん,このあと
1C11,じかん,このまえ
1C12,じかん,こんど
1C13,じかん,じかん
1C14,じかん,しゅうりょう
1C15,じかん,すいようび
1C16,じかん,すぐ
1C17,じかん,スタート
1C18,じかん,ずっと
1C19,じかん,ストップ
1C1A,じかん,そのうち
1C1B,じかん,ついに
1C1C,じかん,つぎ
1C1D,じかん,とき
1C1E,じかん,どようび
1C1F,じかん,なつ
1C20,じかん,にちようび
1C21,じかん,はじめ
1C22,じかん,はる
1C23,じかん,ひる
1C24,じかん,ふゆ
1C25,じかん,まいにち
1C26,じかん,むかし
1C27,じかん,もう
1C28,じかん,もうすぐ
1C29,じかん,もくようび
1C2A,じかん,よなか
1C2B,じかん,よる
1C2C,じかん,らいしゅう
1E00,あれこれ,ああ
1E01,あれこれ,あっち
1E02,あれこれ,あの
1E03,あれこれ,ありゃ
1E04,あれこれ,あれ
1E05,あれこれ,あれは
1E06,あれこれ,あんな
1E07,あれこれ,うえ
1E08,あれこれ,おく
1E09,あれこれ,こう
1E0A,あれこれ,こっち
1E0B,あれこれ,この
1E0C,あれこれ,こりゃ
1E0D,あれこれ,これ
1E0E,あれこれ,これだ
1E0F,あれこれ,これは
1E10,あれこれ,こんな
1E11,あれこれ,した
1E12,あれこれ,そう
1E13,あれこれ,そっち
1E14,あれこれ,その
1E15,あれこれ,そりゃ
1E16,あれこれ,それ
1E17,あれこれ,それだ
1E18,あれこれ,それは
1E19,あれこれ,そんな
1E1A,あれこれ,てまえ
1E1B,あれこれ,どう
1E1C,あれこれ,どっち
1E1D,あれこれ,どの
1E1E,あれこれ,どりゃ
1E1F,あれこれ,どれ
1E20,あれこれ,どれを
1E21,あれこれ,どんな
1E22,あれこれ,なに
1E23,あれこれ,なんか
1E24,あれこれ,なんだ
1E25,あれこれ,なんで
1E26,あれこれ,なんなんだ
1E27,あれこれ,なんの
1E28,あれこれ,ひだり
1E29,あれこれ,みぎ
2000,くりかえし,うろうろ
2001,くりかえし,がたがた
2002,くりかえし,カチカチ
2003,くりかえし,がつがつ
2004,くりかえし,ぎゅうぎゅう
2005,くりかえし,クスクス
2006,くりかえし,くるくる
2007,くりかえし,グルグル
2008,くりかえし,ごくごく
2009,くりかえし,ごろごろ
200A,くりかえし,さらさら
200B,くりかえし,しくしく
200C,くりかえし,ぜんぜん
200D,くりかえし,ダメダメ
200E,くりかえし,だらだら
200F,くりかえし,ドキドキ
2010,くりかえし,どんどん
2011,くりかえし,なでなで
2012,くりかえし,ぬるぬる
2013,くりかえし,はあはあ
2014,くりかえし,バキバキ
2015,くりかえし,ぱくぱく
2016,くりかえし,パラパラ
2017,くりかえし,バリバリ
2018,くりかえし,ふにゃふにゃ
2019,くりかえし,ふらふら
201A,くりかえし,ブルブル
201B,くりかえし,べろべろ
201C,くりかえし,ボロボロ
201D,くりかえし,ますます
201E,くりかえし,まだまだ
201F,くりかえし,めちゃめちゃ
2020,くりかえし,メラメラ
2021,くりかえし,ラブラブ
2022,くりかえし,るんるん
2023,くりかえし,わくわく
2A01,ポケモン,フシギダネ
2A02,ポケモン,フシギソウ
2A07,ポケモン,ゼニガメ
2A08,ポケモン,カメール
2A0A,ポケモン,キャタピー
2A0B,ポケモン,トランセル
2A0D,ポケモン,ビードル
2A0E,ポケモン,コクーン
2A10,ポケモン,ポッポ
2A11,ポケモン,ピジョン
2A13,ポケモン,コラッタ
2A14,ポケモン,ラッタ
2A15,ポケモン,オニスズメ
2A17,ポケモン,アーボ
2A1B,ポケモン,サンド
2A1D,ポケモン,ニドラン♀
2A20,ポケモン,ニドラン♂
2A23,ポケモン,ピッピ
2A25,ポケモン,ロコン
2A27,ポケモン,プリン
2A29,ポケモン,ズバット
2A2B,ポケモン,ナゾノクサ
2A2E,ポケモン,パラス
2A30,ポケモン,コンパン
2A34,ポケモン,ニャース
2A38,ポケモン,マンキー
2A3A,ポケモン,ガーディ
2A3F,ポケモン,ケーシィ
2A40,ポケモン,ユンゲラー
2A42,ポケモン,ワンリキー
2A45,ポケモン,マダツボミ
2A48,ポケモン,メノクラゲ
2A4A,ポケモン,イシツブテ
2A4B,ポケモン,ゴローン
2A4F,ポケモン,ヤドン
2A53,ポケモン,カモネギ
2A54,ポケモン,ドードー
2A58,ポケモン,ベトベター
2A5A,ポケモン,シェルダー
2A5F,ポケモン,イワーク
2A60,ポケモン,スリープ
2A64,ポケモン,ビリリダマ
2A68,ポケモン,カラカラ
2A6D,ポケモン,ドガース
2A78,ポケモン,ヒトデマン
2A79,ポケモン,スターミー
2A7A,ポケモン,バリヤード
2A81,ポケモン,コイキング
2A85,ポケモン,イーブイ
FFFF,ーーーーー,ーーーーー
